Most Common Words,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
told,told,0.0017908775299896949,0.0007843011716499135,0.0011596851279167839,0.0015900025105302798,0.0012334034680403394,0.0014724549378014725,0.0012131263340550667,0.0016195545154892197,0.0017092025016509343,0.0012681705055244677,0.0009767214715936839,0.0009366869037294016,0.0003405124712692602,0.0012746121537303649,0.0012978805047062275,0.0012131597503923814
wasnt,wasnt,0.002411181478924673,0.0004321659517254626,0.0010191172336238403,0.0014040373046203054,0.0016324457665239788,0.0004950495049504951,0.0015202469249550837,0.001483997089082633,0.0013854899066412876,0.0017437344450961431,0.002930164414781052,0.00031222896790980055,0.0024687154167021366,0.00117749884677948,0.0012865945872739995,0.00130414673167181
took,took,0.0014407059459134975,0.0004721813176259684,0.0011596851279167839,0.0013528968729950627,0.0013059566132191832,0.001904036557501904,0.0014127547181400778,0.0014911316904724532,0.0011653653420347278,0.0015059524753103055,0.0016604265017092627,0.0011101474414570685,0.0024687154167021366,0.0011410813566728982,0.0011511635780872627,0.0017894106318287624
day,day,0.0014006863363047893,0.0009683718547922402,0.0009839752600506045,0.001789915106883502,0.001469201189871581,0.0014851485148514852,0.0010288539795150567,0.0010630556070832322,0.00134664439524013,0.0009986842731005184,0.0012046231482988768,0.0013529921942758022,0.0009364092959904657,0.0011896380101483405,0.001376881926731824,0.0014557917004708576
really,really,0.0015707696771417995,0.0010804148793136564,0.001089401180770312,0.0018550029289519931,0.001904520060944642,0.0006600660066006601,0.0009213617727000506,0.0010487864043035916,0.0015926659674474614,0.002155889859391595,0.001302295295458245,0.00038161318300086733,0.0007661530603558356,0.0012746121537303649,0.0013204523395706838,0.0008643763221545717
toward,toward,0.001050514752228592,0.0015525961969396248,0.001089401180770312,0.0015621077296437836,0.0011064354639773635,0.0012185833968012185,0.001074922068150059,0.001034517201523951,0.0007769102280231519,0.001458396081353138,0.0015627543545498942,0.0015264527320034693,0.0,0.0007769064556070796,0.0016251721102408414,0.0018803976131081912
black,black,0.0009904853378155296,0.0022968820026890327,0.0017219567050885578,0.0012785107906310728,0.0008524994558514111,0.0010916476263010916,0.0014434667772300794,0.0007419985445413165,0.0008157557394243095,0.001569361000586529,0.0015627543545498942,0.006418039895923678,0.0022133310632501913,0.0008618805991891039,0.0008915874771460173,0.0008871230674744289
sound,sound,0.0010905343618373003,0.0012804917088161854,0.001089401180770312,0.0014551777362455485,0.0011245737502720743,0.0009774054328509775,0.0011209901567850616,0.0011629400265407172,0.001074725815432027,0.0010779449296957975,0.0019208855608009116,0.0019080659150043364,0.0021282029454328766,0.0016873437082716258,0.0014220255964607362,0.0013572224707514766
gunslinger,gunslinger,0.0,4.001536590050579e-05,0.0,4.649130147749356e-06,1.8138286294710874e-05,1.2693577050012693e-05,0.0011209901567850616,0.0016837659279976029,1.2948503800385865e-05,0.007434649588637193,0.0,0.01873373807458803,0.002724099770154082,0.0,0.002200753899284473,0.0010690970300332862
white,white,0.0017308481155766326,0.0009363595620718356,0.005236154062412145,0.0013761425237338095,0.0010520206050932308,0.0010535668951510535,0.0011363461863300626,0.001262824445998202,0.0010099832964300976,0.001537656737948417,0.0011720657659124206,0.0012142237640936687,0.002383587298884822,0.0012624729903615043,0.0009931607340360699,0.0007430603471153336
make,make,0.0013106422146851957,0.001208464050195275,0.0012299690750632556,0.001148335146494091,0.0017049989117028223,0.0010408733181010408,0.0013206185408700727,0.0016124199140993992,0.0012042108534358854,0.001569361000586529,0.0009441640892072277,0.0013876843018213356,0.0005107687069038903,0.0012503338269926436,0.0011285917432228066,0.0011221727691129529
